"","pc1","pc2","pc3","pc4"
"Aimophila_botterii",-0.311287116972418,-0.602875465803933,-1.50453175489297,-0.260805522753331
"Aimophila_carpalis",-1.38784461708178,-0.750405374084063,-1.01344868858905,-0.487255697912254
"Aimophila_cassinii",-0.693618214499131,-0.682527886227757,-0.469489203088418,-0.432981910634212
"Aimophila_humeralis",0.254791823687545,-0.712732661349355,-1.47191659314926,-0.387767069978977
"Aimophila_mystacalis",0.335368369488199,-1.15795769405883,-1.49757101731606,-0.745967002296048
"Aimophila_notosticta",0.680418739722805,-1.15424910544443,-1.92368805710854,-0.316745427146327
"Aimophila_quinquestriata",-0.0984043959626057,-0.68654696334641,-1.23403590426228,-0.118370071514963
"Aimophila_rufescens",2.05263085667389,-0.387301882066728,-2.10656566832474,-0.0739488779963201
"Aimophila_ruficauda",1.67835869138279,-0.382325256204743,-1.57341177523162,-0.462474818038216
"Aimophila_ruficeps",-1.0304128556187,-1.14971012314937,-1.0289133009225,0.0370504208277401
"Aimophila_stolzmanni",1.31919827365104,0.222704219278783,-2.32587624762543,0.876681502862496
"Aimophila_strigiceps",0.159274221140439,-0.326599194007698,-1.13341356647315,-0.288868602035942
"Aimophila_sumichrasti",0.534376594535595,-0.260583443304907,-1.79987805680595,-0.144304404087129
"Ammodramus_aurifrons",-1.20689284080662,-1.01821833576027,-1.65422520743586,0.478852839999568
"Ammodramus_bairdii",-1.30115986985584,-0.279239442961913,-0.206984633951432,0.0191014095666419
"Ammodramus_caudacutus",-1.30451832090903,-0.639241366737583,-0.223347805790094,0.940406716520069
"Ammodramus_henslowii",-1.85157135250767,0.198543972777057,-1.01765111314968,0.378174133112323
"Ammodramus_humeralis",-1.54311500809922,-0.664182406952489,-2.64229180207606,0.128258082636295
"Ammodramus_leconteii",-2.58816744871047,-0.175454805096134,-0.34174973711407,-0.147681067259596
"Ammodramus_maritimus",-0.199715655476133,-0.744944284342868,-0.945310903877469,0.905798079111135
"Ammodramus_nelsoni",-1.66414406077777,-0.515362587012789,0.208630422066308,0.814222339476305
"Ammodramus_savannarum",-1.56495979149189,0.240146785710401,-0.0947832210003785,0.650559442240345
"Amphispiza_belli",-1.07075366964809,-0.889360639912427,-0.346957915783888,-0.929815835448946
"Amphispiza_bilineata",-1.28022206369433,-0.217824830300901,-0.454415345189301,-0.577003174823142
"Arremon_abeillei",1.22806250771057,-0.328937361325659,-1.72760670215932,0.18373425684947
"Arremon_aurantiirostris",1.61451492039051,-0.0866302373133405,-1.79015931348366,-0.150548995311499
"Arremon_brunneinucha",2.72013965062103,-1.15020616820269,-1.79701308897616,-0.211309781851259
"Arremon_castaneiceps",2.32910594634895,-0.499163724005201,-1.94779609453987,0.371140530223238
"Arremon_crassirostris",0.637419294468982,-0.0295917141047547,-1.71192195055694,0.0596903917647881
"Arremon_flavirostris",0.922331346541575,-0.804619177292893,-1.96041211290978,-0.26252495353995
"Arremon_franciscanus",0.779248855501071,-0.584166971646842,-1.55894124051678,-0.0694232107028164
"Arremon_schlegeli",1.13395914406254,-0.622169456031,-1.93575161544191,0.154995000488809
"Arremon_semitorquatus",0.985876266436626,-0.850175893234112,-2.4418456133561,-0.49466315767245
"Arremon_taciturnus",0.728895590115811,-0.522420630838908,-1.605176126609,-0.175789613962258
"Arremon_torquatus",2.69039908806272,-1.16539662420588,-1.74913776249605,-0.405510564946582
"Arremon_virenticeps",2.4554694870848,-1.34293194194318,-1.34352421711779,-0.583467906227748
"Arremonops_chloronotus",0.689342325033594,-0.488367377600246,-2.40703473192829,0.166450343710176
"Arremonops_conirostris",2.09302190733293,-0.632702479046164,-2.19501507433033,0.112253830954639
"Arremonops_rufivirgatus",0.284735412954983,-0.875293806858453,-1.97745669435732,-0.0090400192630383
"Arremonops_tocuyensis",-0.17759925620259,-1.10791093228891,-2.02330166946344,0.416471026405118
"Atlapetes_albiceps",1.5081312086595,-0.702528720841752,-1.72823126804845,-0.218907739168446
"Atlapetes_albinucha",2.03940083000605,-0.644122428094931,-1.99649033369448,-0.498474640396053
"Atlapetes_albofrenatus",1.12390246067147,-0.964755171708172,-1.19818093625743,-0.487065661138607
"Atlapetes_canigenis",1.21555229658505,-1.11946357712976,-1.6312770047001,-0.428199081492038
"Atlapetes_citrinellus",0.707467610237054,-0.689288841146516,-1.58784049591699,-0.627816879856124
"Atlapetes_flaviceps",0.371049851253396,-1.09004024080325,-1.31739869140292,-0.483111616690181
"Atlapetes_forbesi",1.61879871796972,-1.32847977261115,-1.42213929166539,-0.961875033624647
"Atlapetes_fulviceps",0.82650297526254,-1.0339681184483,-0.800374328313952,-0.597163985226566
"Atlapetes_fuscoolivaceus",1.06294247603431,-1.07217175565795,-1.1769292524359,-0.626272299966227
"Atlapetes_latinuchus",0.917991416924862,-0.949911878201221,-1.21812470455612,-0.521554563049686
"Atlapetes_leucopis",2.17788900224361,-0.996333467560851,-1.15637266456489,-0.651999117560506
"Atlapetes_leucopterus",0.546435176650697,-0.811982689340824,-1.08670496510546,-0.0626261847966256
"Atlapetes_melanocephalus",1.03494185059215,-0.592217369390975,-1.12109570630937,-0.41760346815984
"Atlapetes_melanolaemus",0.793014524474911,-1.43695263618183,-1.648326058615,-0.522983360886769
"Atlapetes_melanopsis",1.45290583499992,-1.09474560183015,-0.98967896894251,-0.361601278635846
"Atlapetes_nationi",2.35354735730016,-1.07830480800687,-1.68422684483716,-0.551038609028199
"Atlapetes_pallidiceps",1.64988241519496,-0.90334395743453,-1.39953266449694,-0.349387710443636
"Atlapetes_pallidinucha",1.72399909838568,-1.14244971855998,-1.34486040609044,-0.630344798022125
"Atlapetes_personatus",1.40492348399957,-1.21044626630046,-1.18978995963361,-0.744981285885283
"Atlapetes_pileatus",0.19940487442971,-0.975246515425979,-1.54864442953984,-0.615691165089867
"Atlapetes_rufigenis",2.13504886355619,-0.928551338290837,-0.978002020260624,-1.08907061241731
"Atlapetes_rufinucha",0.540155158773889,-1.2360492591974,-1.17360929487464,-0.373256781287546
"Atlapetes_schistaceus",0.915086687041616,-1.15106560103741,-1.22780289463106,-1.02561973153041
"Atlapetes_seebohmi",0.992698705122675,-0.767780516626822,-1.81921445258429,-0.17184520506277
"Atlapetes_semirufus",1.53112231919615,-0.784106857123242,-1.92266589243713,-0.28124521272236
"Atlapetes_terborghi",0.83920240555922,-1.42071107862675,-1.51597026306,-0.66564959825578
"Atlapetes_tricolor",1.92376630699651,-0.722498207116591,-1.39348820718689,-0.505306769092216
"Calamospiza_melanocorys",1.94745693568392,0.729530230000736,0.375300483621205,-0.128718916671259
"Calcarius_lapponicus",0.865115182781903,0.678107911974706,1.73710388664222,-1.11187197549387
"Calcarius_mccownii",0.54356705517814,0.315059067666324,0.604453032153368,-0.603503650457155
"Calcarius_ornatus",-0.784136766256072,-0.143345231589972,1.29203995076335,-0.758652040688636
"Calcarius_pictus",0.312400937300201,-0.0828774306075425,1.62371641369726,-0.794546384804585
"Camarhynchus_heliobates",0.215762599199187,-0.0417785333644722,-0.734812595603803,1.1000344611612
"Camarhynchus_pallidus",0.241096435893594,0.0959775505408168,-1.06043811932174,1.17008578577225
"Camarhynchus_parvulus",-2.12696345453618,0.0897167989399826,-0.928516916662753,0.0550937229339619
"Camarhynchus_pauper",-0.146845805355825,0.354907912258697,-0.721874341733434,0.285970309202918
"Camarhynchus_psittacula",-0.142312343403719,0.866000250522295,-1.1891277641551,0.39148883392331
"Catamenia_analis",-1.90260762916749,-0.26142821834846,-0.70298000444514,-0.996271707042659
"Catamenia_homochroa",-1.29584381350181,-0.312953210264497,-0.826276628462174,-0.600060399839308
"Catamenia_inornata",-0.911271465363455,-0.418339774628322,-0.601530677814294,-1.45380499250154
"Certhidea_olivacea",-3.20818482642953,-1.15700307499158,-0.56458963181208,1.11116160049789
"Charitospiza_eucosma",-2.90089956091263,0.0331999346634182,0.00192694009441984,-0.130728727001889
"Chondestes_grammacus",0.760332015255099,0.500759142400603,1.41662117228734,-0.321287885543932
"Coryphaspiza_melanotis",-1.51530795670243,-0.384798659205775,-0.864379259852556,-0.0396089149956712
"Coryphospingus_cucullatus",-0.913615942103223,-0.617246757806107,-1.44414284376545,-0.319101566975341
"Coryphospingus_pileatus",-1.15168980302171,0.219348765768132,-0.421598151387173,-0.169836073848226
"Diuca_diuca",1.51757234841701,0.224269757871461,0.53844410341399,-0.0634793078836273
"Dolospingus_fringilloides",-1.00707123409036,0.752728966946102,-1.54426199880968,0.37643828468734
"Donacospiza_albifrons",-1.85172977459155,-1.10370554583198,-0.544110862310534,-0.490745493774708
"Emberiza_affinis",-0.610670593562249,-1.49676570907165,-0.369899609577676,-0.580685046966319
"Emberiza_aureola",-0.572353621633942,-0.121467190738827,1.04115790983221,-0.228086225946204
"Emberiza_bruniceps",0.767706560369769,0.223608409687569,1.21515239510147,-0.37669846171488
"Emberiza_buchanani",0.0910721157104859,-0.638147438168542,1.21457333367431,-0.616071588862121
"Emberiza_cabanisi",-0.0728577571753853,-1.00830612401367,-0.0461549788867025,-0.372353313377213
"Emberiza_caesia",-0.488000402482098,-0.500647079839114,1.77350635791525,-0.568848389626419
"Emberiza_capensis",-0.225068410811794,-0.642378713889629,-0.392155243975584,-0.691695576129233
"Emberiza_chrysophrys",-0.390347317051362,0.0904104039638938,0.311063179515528,-0.507109506181666
"Emberiza_cia",-0.410907093399638,-1.15784611505861,0.503634436691294,-0.882666229561437
"Emberiza_cineracea",0.425762954950444,-0.450323908481442,1.03525472316306,-0.927875466292994
"Emberiza_cioides",-0.285273126358501,-0.43251089734591,0.560311427641967,-1.14139604480282
"Emberiza_cirlus",-0.0998154611531604,-0.249296534708305,0.207884921166247,-0.894168697905726
"Emberiza_citrinella",0.420431849154858,-0.171297224954212,1.21875782320917,-1.13426004320228
"Emberiza_elegans",-0.988894955809779,-1.1387392195685,0.0376307385955543,-0.693463154069154
"Emberiza_flaviventris",-0.301633875287616,-0.367702965886884,0.631329816689048,-0.848458635222131
"Emberiza_fucata",-0.604685311548774,-0.593026047516296,0.105501869602813,-0.492083246226425
"Emberiza_godlewskii",0.0584658758439314,-0.744852337053763,0.584416763959524,-1.49582371018897
"Emberiza_hortulana",0.0524273696989591,-0.107509036701377,1.72803254604636,-0.359890428341113
"Emberiza_impetuani",-1.30147424995121,-0.21254014342447,0.614303631609178,-1.06525055283297
"Emberiza_jankowskii",-0.823965579577928,-0.205573350729189,0.699091984808656,-1.26704160737335
"Emberiza_koslowi",0.995240334056318,-0.879723514694341,0.595064724510436,-1.53162144054255
"Emberiza_leucocephalos",0.705877136636982,-0.340663805521142,1.46770641208674,-0.975901054477677
"Emberiza_melanocephala",1.38422153619702,0.177559668650822,1.69630698766824,-0.360852088326973
"Emberiza_pallasi",-1.64233733683671,-1.01964557408095,0.827489942725529,-0.647052626518635
"Emberiza_poliopleura",-0.771144977470383,-0.500780548068317,-0.2766552597427,-0.838851626046536
"Emberiza_pusilla",-1.91111484234005,-0.523372390814503,1.04447173659651,-0.765487721238499
"Emberiza_rustica",-0.591000252814927,-0.507940073503372,1.11412059108718,-0.797923822207992
"Emberiza_rutila",-1.16038600420906,-0.0809940635138502,1.54593397808785,-0.524481162440619
"Emberiza_schoeniclus",-0.911440307635194,-0.757924136214742,0.549188137172997,-1.18239392571602
"Emberiza_socotrana",-2.0523034834889,-0.253097914373048,0.101565185693295,-0.519840017169431
"Emberiza_spodocephala",-0.913090348501802,-0.715142524823014,0.0797821039933587,-0.5783503864546
"Emberiza_stewarti",-1.0592594182343,-1.35130850656217,0.2132119473549,-0.994622047550773
"Emberiza_striolata",-1.43140900622955,-0.50929391596603,0.312018576184885,-0.918972252783817
"Emberiza_sulphurata",-1.60766845180844,-0.0665076634189864,1.22281223024928,-0.275656417490949
"Emberiza_tahapisi",-1.68011136837669,-0.441713255094404,0.392069898754498,-1.2467137122462
"Emberiza_tristrami",-1.2351448815529,-0.418022788037663,0.569346547254348,-0.429221995476822
"Emberiza_variabilis",0.895319303210416,0.0899723956805516,0.59180975005283,-0.259130637500799
"Emberiza_yessoensis",-1.82086400828646,-1.22097842370411,-0.0497858904624367,-0.834861949389232
"Emberizoides_herbicola",0.741423514124333,-1.32906565547988,-1.4413597301266,-1.12748006455292
"Emberizoides_ypiranganus",-0.188100172582496,-0.666861881836154,-1.5089495328735,-0.916625113861646
"Embernagra_longicauda",2.44444649751271,-0.694938823445312,-1.59581396597466,-0.693770292419715
"Embernagra_platensis",2.87848750926038,-1.19225496360704,-1.08151564670624,-0.899895932610832
"Euneornis_campestris",-0.92909275358169,-0.198721068915059,0.421990991350544,0.738515815680266
"Geospiza_conirostris",2.44986159059123,1.75481522626696,-1.31585455320943,1.50677621510379
"Geospiza_difficilis",-0.303599378806096,0.65119664734335,-1.34947565183302,0.993174681043161
"Geospiza_fortis",1.18747645061715,2.07030906645522,-1.04107881889732,1.04381258366377
"Geospiza_fuliginosa",-1.24832036113241,0.801440034265834,-0.942138231455983,0.600968067038857
"Geospiza_magnirostris",3.81258612532997,2.69649654525234,-2.00877293444888,1.40172653392786
"Geospiza_scandens",1.11722745449893,0.8498055456577,-1.31805168573722,1.76411101674331
"Gubernatrix_cristata",3.0761035338961,-0.123187390502215,-0.619953443763278,-0.92057613149755
"Haplospiza_rustica",-1.03774155951591,0.0916003517638011,0.0145971171331118,0.295731824215651
"Haplospiza_unicolor",-1.22343718990896,0.0659003556635959,-0.336684554477456,0.270357562690303
"Idiopsar_brachyurus",3.60149763386259,0.0993151165147109,0.0395959748716293,0.73366953721807
"Incaspiza_laeta",-0.138937941629883,-1.28753306179229,-1.74103850222686,0.158097505364356
"Incaspiza_ortizi",1.63212560263066,-0.917669530007844,-1.19759508796201,0.466867185021325
"Incaspiza_personata",1.24091604533205,-1.13260703857429,-1.79200458968175,-0.369876911873075
"Incaspiza_pulchra",1.08757851388765,-0.483883585986429,-2.06401792801103,0.163092608955575
"Incaspiza_watkinsi",-0.483424457613057,-0.700451629214747,-1.78955342708235,0.526414020388717
"Junco_hyemalis",-0.585600197529947,-0.516971582697041,0.473644291640722,-0.873910693339044
"Junco_insularis",-0.331128671097546,-0.150919295305188,-0.112271857718984,-0.0739236543355474
"Junco_phaeonotus",-0.066723700614409,-0.497258644802483,0.328660833220138,-0.81182645067862
"Junco_vulcani",1.22506128825406,-0.758327932513965,-0.796111528808703,-0.595437378246055
"Latoucheornis_siemsseni",-1.51478587057223,-1.1445684432796,-0.101955844903709,-0.607942887144085
"Lophospingus_griseocristatus",-0.160060101514137,-0.170695017923022,-1.25794143436153,-0.246531930603231
"Lophospingus_pusillus",-1.68834544279838,-0.0671745956529964,-0.845730764005206,-0.340688035384822
"Loxigilla_barbadensis",-0.482767108748183,0.0927176999934056,-0.692401331054967,0.26698227335625
"Loxigilla_noctis",-0.5914940819027,0.185463958216421,-0.515137600907988,0.0183967236972881
"Loxigilla_portoricensis",1.96068846743093,0.476405712530987,-1.48582103480059,-0.562917405578374
"Loxigilla_violacea",1.43274012120962,1.42698856743253,-0.938024369768936,-0.123394527121541
"Loxipasser_anoxanthus",-2.75352098475167,0.263467163187819,-0.740833394677497,-0.688430290202431
"Melanodera_melanodera",0.631249517468976,0.834420464580914,2.00832348898414,-0.650289431567491
"Melanodera_xanthogramma",1.58251564651695,1.24368858607638,2.31864966752191,-0.795590658543757
"Melanospiza_richardsoni",0.41434087995134,0.98279371655318,-1.14330980900544,1.02066009959252
"Melophus_lathami",0.471651919037738,-0.594202737252328,-0.21733383489948,-0.414846490953947
"Melopyrrha_nigra",-0.352732492025845,0.976604280019047,-1.15288410899829,-0.623633966885032
"Melospiza_georgiana",-1.11461217006106,-0.784100916986334,-0.122640832502059,0.0925794799591764
"Melospiza_lincolnii",-1.31853908853137,-0.529646128878741,0.445570705068934,-0.046130223607028
"Melospiza_melodia",-0.208803573776777,0.0342810107385539,-0.252432439984448,-0.484806934167421
"Melozone_biarcuata",0.95013351838085,-0.956731662390438,-1.92959131974861,-0.608287435659948
"Melozone_cabanisi",0.658766033570675,-0.564770705280453,-1.95511338563424,-0.165141137081153
"Melozone_kieneri",2.03283513193971,-0.624313377298461,-1.75511509985568,-0.401958419527285
"Melozone_leucotis",2.23590091199251,-0.825625008881622,-1.96766075444236,-0.464964433517056
"Miliaria_calandra",2.1952762343382,0.391546173018835,1.00262851979025,-0.762030137580374
"Nesospiza_acunhae",1.38545322815285,-0.196410432807883,-0.0876768023929014,-0.38555083293679
"Nesospiza_questi",0.989547528733594,-0.442694221540797,0.0991976363471145,-0.079291543572637
"Nesospiza_wilkinsi",3.74555925215301,0.896043542533633,-0.656561723145042,0.0773950229717212
"Oreothraupis_arremonops",3.09628579127475,-0.555660876673872,-2.13397666851003,-0.284831491922772
"Oriturus_superciliosus",1.74723989128088,-0.20715411393412,-0.860394852969111,-0.169740147988397
"Oryzoborus_angolensis",-0.967645878028162,1.6646736148146,-1.58271709257764,0.0453819941575061
"Oryzoborus_atrirostris",1.90716265897547,2.23505101292939,-2.00626494657656,0.409204859456193
"Oryzoborus_crassirostris",0.712863845755867,1.78176473409911,-1.52903008406303,-0.120287494744125
"Oryzoborus_funereus",-1.00177011382997,1.66052914588261,-1.71368483293081,0.129907884436129
"Oryzoborus_maximiliani",2.04080505397666,2.44124264724486,-1.93082240328684,-0.0721831499850803
"Oryzoborus_nuttingi",1.67583573474399,2.29386914571626,-1.8907783415028,0.294025614718832
"Paroaria_baeri",0.63422984760326,-0.961267372501386,-0.52049162490002,-0.687667719876919
"Paroaria_capitata",0.599094891436325,-1.20526795946574,-0.721700917598126,-0.757112130314855
"Paroaria_coronata",2.71124568674697,-0.296462497257987,-0.366216513273959,-0.996370865295936
"Paroaria_dominicana",2.18365709483043,-0.183592328015488,-0.309379749844553,-0.394109731802416
"Paroaria_gularis",0.684347984851189,-0.748296860328541,-0.104863911756759,-0.0737146359314721
"Passerculus_sandwichensis",-0.841698033802124,-0.317067250125553,0.820335955108801,-0.101578980216763
"Passerella_iliaca",0.968836416213687,0.14633921239363,0.877678223781784,-0.963714629101877
"Passerina_amoena",-1.32996969930908,0.444930489887865,0.500257216568577,-0.641346699495942
"Passerina_caerulea",1.95020569862075,1.46806410442037,-0.0601544777514345,-0.0349290744931624
"Passerina_ciris",-1.1259523004099,0.34976839828318,0.115425310404242,-0.529814941789934
"Passerina_cyanea",-1.57546964475628,0.66117046257893,0.176862882019852,-0.2930107141395
"Passerina_leclancherii",-1.07837479832318,0.254023025988816,-0.993515348278131,-0.491013193279579
"Passerina_rositae",0.0212649210564198,0.803132347756742,-0.815074146740689,0.335926906409234
"Passerina_versicolor",-1.40548551270033,0.200496827423983,-0.259622872101621,-0.652751733480228
"Pezopetes_capitalis",2.87950669414817,-1.46923007135119,-1.30804683021719,-0.859016718501412
"Phrygilus_alaudinus",-0.191779892812847,-0.570208649882188,0.254600748782264,-0.122512161648113
"Phrygilus_atriceps",2.06066225226962,-0.0250988299845668,0.251146060535374,-0.104922457931939
"Phrygilus_carbonarius",-0.904631470475797,-0.507581802915465,-0.536048785281125,-0.874017831959924
"Phrygilus_dorsalis",1.73113550144363,-0.566169562265427,0.0864028674215282,-0.713350621388311
"Phrygilus_erythronotus",1.66108531247919,-0.426978312462171,0.210155073857733,-0.828028900788468
"Phrygilus_fruticeti",1.77462865579892,-0.493564345580305,0.487631678714397,-0.909882547733869
"Phrygilus_gayi",0.749990691385069,0.449419079897422,0.067787898999064,-0.630160415276448
"Phrygilus_patagonicus",0.307503106044365,0.185724100551101,-0.120832447638737,-0.0291203521766973
"Phrygilus_plebejus",-1.50034028312025,-0.726056861052449,0.632739598197664,-0.487438735466381
"Phrygilus_punensis",2.61898637063598,0.241511142612223,-0.0441564789435438,-0.100019861013188
"Phrygilus_unicolor",0.762689661459337,-1.07122276399661,-0.244166920506909,-0.772084679769561
"Piezorhina_cinerea",1.57790624361703,0.699040382268951,-0.979590311977757,-0.238484442808302
"Pinaroloxias_inornata",-1.36904119854271,-0.354371620482662,-0.481005877483262,1.07105501837127
"Pipilo_aberti",2.91559738966001,-1.14929602330776,-1.12032262787199,-1.31820208276267
"Pipilo_albicollis",2.35135159604128,-0.660295383647142,-1.44962054667631,-0.862104089484793
"Pipilo_chlorurus",1.13839548433799,-0.940772509919097,-0.445709919805262,-0.85997932503939
"Pipilo_crissalis",2.58133650440675,-1.28911240882101,-0.924194654143315,-1.20627851225759
"Pipilo_erythrophthalmus",2.0980209932505,-0.818650174604664,-1.10495509323803,-1.06924913413309
"Pipilo_fuscus",2.50715631959662,-0.906838151217511,-0.919826778848895,-1.2095072134646
"Pipilo_maculatus",2.53414608753374,-0.889584281842276,-1.08984581887939,-0.950958507005215
"Pipilo_ocai",3.14664211232727,-1.05441521818283,-1.47690310950763,-0.786617901041952
"Platyspiza_crassirostris",2.04668375200831,0.570179372947731,-0.970681823363527,0.076882820902041
"Plectrophenax_hyperboreus",1.77247742084062,0.403547566353395,3.0233080272054,-1.39161349379034
"Plectrophenax_nivalis",1.04553786348634,0.603348192003792,3.32354345955808,-1.17235112675664
"Pooecetes_gramineus",-0.180770209494896,0.195392058003342,0.634053363899952,-0.921726465091989
"Poospiza_alticola",-0.28401086008424,-1.8425584849314,-0.339394833286424,-1.06355425339448
"Poospiza_boliviana",0.320932428787786,-1.03608990545606,-0.511875277602287,-0.468923061685763
"Poospiza_cabanisi",-0.671112387420201,-0.907179519961561,-1.23271653226901,-0.68794408548745
"Poospiza_caesar",2.28656678154459,-0.737630199129149,-0.928806433239731,-0.336391945510349
"Poospiza_cinerea",-2.11739076619469,-1.19728796481107,-0.382593574846271,-0.0851550840778725
"Poospiza_erythrophrys",-1.47952223343449,-1.35298924323526,-0.853477498656054,-0.355575442216558
"Poospiza_hispaniolensis",-1.29600948994907,-0.530542131014732,-1.32809619934573,0.257184893492553
"Poospiza_hypochondria",0.573736179452032,-0.81698276579192,-0.591697600890446,-0.338128576509152
"Poospiza_lateralis",-0.36866046050191,-0.908290830055604,-0.972086825261385,-0.817703779735193
"Poospiza_melanoleuca",-2.08393934972494,-1.14837290206826,-0.303361358573853,-0.180308693300047
"Poospiza_nigrorufa",-1.20515200227688,-1.33593816105987,-0.599600776994882,-0.469739328855903
"Poospiza_ornata",-1.83277971752508,-0.332797250285042,0.014386497895524,-0.0992050235851602
