"V1","V2","V3","V4"
-1.80355969147031,1.61698588739699,0.857069032850275,0.139166787687839
1.28623212626152,-0.424897566631761,1.97322008495283,-0.714783212439803
0.41012048156118,-1.77288993359802,0.251929761504221,1.12234661346621
-4.31125415127801,-0.435631202730572,1.73414948776803,-0.0666589648625227
-3.35962725528615,-2.27300956599013,0.0995853571088122,0.439535860308059
-1.60657547069662,-1.98859811999156,0.198979682215434,0.0518210014244443
-1.18156112609684,-0.132891535238582,0.289274531708298,0.592649704115943
3.7528049840097,-2.09171664032031,0.833441281578916,0.450722867478931
1.94973876044346,-1.64534682517817,0.867916016226942,0.313629177795975
2.76763903497943,-0.264733667298372,-0.23282404995868,0.630052751497719
0.218158984619982,-1.87383932954014,0.0428178975821089,1.00824404267695
-0.181541271114805,-2.11894465984452,-0.233431455439361,0.163719743798089
-2.72309673247927,-1.00576902746924,0.0607184965423588,-0.266455877694169
4.48597853789094,-1.03084693872326,0.051509979057106,-0.237698257614536
2.20108513977946,-0.579496716397848,1.79083798981768,-0.488488080659963
3.26950966676338,-1.54664417898356,0.374761982190534,-0.431197690273958
2.23806313729927,-1.43594409288416,1.40031206789268,0.451540040391122
0.255381309706606,-1.37673806307661,0.699301621555202,0.0703991242931616
1.97880601309939,-0.722579007514102,1.42022955576918,0.649624415876774
1.40464857749211,-1.68368800727927,0.413749063282858,0.28407212798617
2.87839514779209,-1.47821857325954,0.746774058913359,0.446920487186776
1.24493676468813,-2.03077881919757,1.4417087771012,0.508908406012033
2.51821570373893,-1.28590454116075,0.524451783448989,0.752543900412222
2.21080806421606,-1.57071478561891,-0.0818645109353363,0.995394592341143
2.77199393531246,-1.43835465788437,0.0345279866893697,0.436671247699252
2.37293460081457,-1.94701450661351,0.284953267123009,0.554110698164813
-0.781971072204837,-1.4154540941133,1.02030913884084,1.09267288105841
0.674886232883945,-1.02142323212352,1.48813355209095,1.33591092489982
0.0807934029310466,-0.84957360231665,1.08789900689965,0.916556049576607
0.621040780867316,-0.782327574755706,0.808428277406086,1.43820365375078
1.31861522597059,-1.17801813727106,1.08444915023022,0.968953090188944
0.274800366625037,-0.939860504037821,0.770702278893098,0.967019163927571
2.33756830736764,-0.828707656098529,1.32887000665529,1.37487319905963
0.346146032796134,-1.24688662967917,0.674418373269233,0.599516061981611
-0.0504703914585363,-2.32305603140264,0.360877418888927,0.27613486299435
0.0281785430668735,-1.21298669978199,0.709649442416205,-0.289076608133768
-0.470224212906458,-1.53394505286936,0.859431758963728,0.336330637201258
-0.747033443586915,-1.99241343071377,1.15375811476672,0.786211080715888
-0.297370740919396,-2.88867547000268,-0.813579301577449,0.956211478999332
-3.05311235965876,-2.48281154476085,-0.560660159684474,0.236790955830907
-0.0752301073637842,-2.79602802995131,-0.397215390819183,0.117337658789433
-0.814775406218472,-2.40027363275289,-0.1786653341555,0.203362794283903
-1.9471760768141,-2.37026490025576,-0.701783247347268,0.928598728462614
0.303432968057929,-0.709089566992061,2.22942448391289,0.70966487627203
0.0871069573161923,-1.72183943851715,1.9169254325731,-0.494190464023532
1.16423679519286,-1.44480305205315,1.14462443519774,0.22297419807613
-1.97624018734866,-1.0340934245325,1.97965433162636,0.295016362554037
-2.39928403046529,-1.8767048810988,2.86268579849037,0.489336275082944
1.86591132820248,-0.741916805634473,2.83882889808678,-0.318218772747623
-0.648839551081202,-1.31534067197902,4.18037088732826,0.0849920501670655
0.899808359385174,-0.784464769466422,1.31632718985883,-0.11865986710036
2.17800822130105,-1.38487685537574,1.60811725594966,0.113407745151231
-0.392959204314217,-2.0844552854659,0.73625697151767,-0.86799003674078
-2.63660975640253,-0.151621500365268,0.578644900393654,0.138225199623884
1.43995807761235,-2.12088993170177,-1.71848337720643,-0.272214125405846
1.6443603998878,-1.65514542479777,0.37971291707497,-0.256724214196257
2.64203954175986,-1.21177099427374,0.659478207609465,0.159939253659965
0.191295699849062,-1.86704263132549,2.17407919344684,-0.457992353846038
-0.696993287565237,-2.17325287550346,0.243282738175657,0.0318665964914414
