"pc1","pc2","pc3","pc4"
-0.132350839901706,-1.28272526477584,1.29334045736835,-0.251415892234552
-0.469078112764224,-1.90495942999015,0.206192918332957,-0.58353791002747
-0.181358924847539,-0.695456719714402,1.95520455043045,-0.583087778596562
-0.680118286649025,-1.51951333412676,0.79918419520179,-0.344241285301229
-1.52566810192845,-1.36755824910986,-0.0433860974224339,-0.315682306114978
-1.35455617247762,-1.4055502298059,1.26684067092748,-0.494305616082265
-1.33595836264778,-1.38004560731787,1.49374356256247,-0.654237459871746
-1.19780961248355,-1.27652621348352,0.72550833852396,-0.117101640709217
-0.696400653755917,-1.4135980398944,0.669463030927925,-0.441288077389221
-1.41974636340002,-1.442862617946,0.912006615954707,-0.631763779206559
-0.984861560851262,-1.64285579228103,0.769899228350378,-0.607011609281352
-0.852213901789405,-1.48946370352902,-0.210352426579293,-0.498324478683032
-1.97712372176041,-1.41770267802172,1.90666309987119,0.447700531878171
-1.0385529906465,0.501083908586453,-1.54667788700269,-0.1115362017711
-1.67355828706377,0.578208846673086,-1.54539367942276,-0.107910068011917
-0.509085093506118,0.232597629829702,-1.3078750701797,0.51152455430267
-0.523682700435031,0.227267912605507,-1.30549275736843,0.514993107953183
2.16834916534347,-0.101930995647555,-0.384851500590004,-0.0802359867841656
2.15018918412325,-0.20598262377028,-0.671900769650882,-0.150652047423775
2.2835931932201,-0.0106975310476641,-0.839521774193424,0.303729808219432
1.98905340608188,-0.13287861935648,-0.481916055701468,-0.0796760859793737
-0.990902112564649,1.4551270676559,-0.450358896803689,0.977178261251923
-0.860825033073082,1.36679317330819,-0.0979964068922046,0.804165100882182
-1.54851503954327,1.25555584060542,-0.554609661109587,0.739817370796871
-0.448620459682158,0.35244540247267,-0.790450646407281,0.530347910809046
-0.29950361414769,0.139347901570391,-0.608488135103606,0.755893115479185
0.31671361083793,0.381974085562239,-0.669302824316129,0.704026095966519
-0.188250424655462,0.134135460551698,-0.909094309632802,0.83490864306475
-0.23193261211559,0.267807406548476,-0.64387616402362,0.908681477470478
-0.164102787432663,0.451434992128084,-0.646672576563662,0.649091364998609
0.648658697217444,0.132112696650612,-1.33533614948088,0.281305307601075
-0.480970700264227,0.400894977294627,-0.944792312604488,0.369575815510949
-0.33935782039425,0.651151707030612,-0.802192881894763,0.37295260010915
0.386927994887278,0.0971716493871789,-0.727629523379337,-0.38717262852626
2.75927495103868,-0.270573119504631,-0.741478572036339,-1.07541037986811
2.76090519105457,-0.257515915526325,-0.709519098010298,-1.07825634497754
1.29156488184627,0.0344088151917413,-0.908253822093682,-0.32700492368063
1.50848284747408,-0.23836330004303,-0.985167352808892,-0.596861522005917
1.34304984811167,0.600946243674788,-0.980962909841375,0.0580261676064476
0.472309951156092,1.09704588522095,-1.1378374430367,0.801587238900028
-1.55962399727251,1.07151284139147,-0.489184043769427,0.95601567720182
1.02007326312739,0.334675786627827,-0.0842761239186636,0.775803939392723
1.62906906866712,-0.0995122055294992,-0.455583075958795,0.40757450189324
1.83160787580475,0.0978121235167622,-0.728020086342756,0.683836133748855
1.79738914953758,0.30535577352583,-0.716710201231957,0.569043867843617
2.22877127607014,0.0744255365978349,-0.655060940979405,0.677810169078773
1.46107862020479,0.146491004256246,0.191874488106974,0.346496258890172
2.23819709095552,0.213871485040254,-0.472988312821393,0.748674707902421
2.30861806774029,0.468695023860095,-0.456835367164243,0.915488482542066
2.91042795043208,0.372465748411843,-0.100221828258581,0.771643250463958
1.62964055117465,0.247043173639835,0.1888514234117,0.542181045474252
1.37839812681475,0.307117253171079,-0.177354954680007,0.8422690399622
0.694374762078143,1.28162969019247,-0.643358149331344,0.993708263791244
0.26588942606165,0.60805733816304,-0.515194089304982,0.873671089980925
0.425012145742196,0.334118927387199,-0.834876669935439,0.984357996382681
1.57716006530453,0.371396682225391,-0.74514620881146,0.680737332375453
0.0402460869950199,0.608613935909242,-0.454644978843674,0.644170562270979
0.613190167302427,0.590975320449913,-0.599466720885274,0.659680382593667
0.821144111980108,0.517427391939552,0.188359867379394,0.785756068569779
2.04427811495615,1.03310597079,-0.428044849238541,1.13745237700427
0.349609527112796,1.12879048446598,-0.242882941958688,0.97109109418677
1.34505528617586,0.923418919462373,-0.263659611480019,0.754451382232798
0.725745258639774,0.446811497102504,-0.0962157968125734,0.870594329816514
0.238415754060889,0.357428427995138,-0.408072924811286,0.619988112158216
1.38187100228471,0.417672492302845,-0.113403607531672,0.89983233612611
0.490727909009743,0.095867042936162,-1.02035082180316,0.837072584350046
0.566070472209215,-0.186448471514349,-1.224692759462,1.16452573098293
